Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
23860e14-07e6-48fb-a870,2024-04-18,14:16:08,Station,Contactless,,Standard,Off-Peak,53,London Kings Cross,York,2024-04-18,15:45:00,17:35:00,17:35:00,On Time,,No
131ad163-59db-4af9-8c74,2024-04-18,13:20:20,Online,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-18,14:45:00,16:05:00,16:05:00,On Time,,No
d1d6b5bb-cebc-45a8-b5b5,2024-04-29,00:25:05,Online,Contactless,,Standard,Off-Peak,11,York,Durham,2024-04-29,01:45:00,02:35:00,02:35:00,On Time,,No
ec9ff72d-0dd1-4d77-ae34,2024-01-30,05:49:06,Online,Credit Card,,First Class,Anytime,114,London Kings Cross,York,2024-01-30,07:15:00,09:05:00,09:05:00,On Time,,No
3b802fe4-d5c1-4fa0-8826,2024-02-09,09:56:36,Online,Credit Card,,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-02-10,07:45:00,09:35:00,09:35:00,On Time,,No
0b0012d9-0134-4ee7-841d,2024-02-18,08:09:35,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-21,06:30:00,07:50:00,07:50:00,On Time,,No
5a8dfc36-d389-4e79-b804,2024-01-07,01:12:16,Online,Contactless,,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,2024-01-07,02:30:00,04:20:00,04:20:00,On Time,,No
d9220531-ee92-4751-91c5,2024-04-04,15:22:42,Station,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-04-04,17:45:00,19:35:00,19:35:00,On Time,,No
ec6137df-d999-4631-98df,2024-02-18,11:27:42,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-25,09:45:00,11:05:00,11:05:00,On Time,,No
cf18e5be-aa68-424e-aa7a,2024-01-19,05:07:51,Station,Credit Card,,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-07,03:30:00,05:20:00,06:01:00,Delayed,Weather Conditions,No
787d3d06-5afb-4932-ac75,2024-01-14,08:02:39,Online,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-15,06:30:00,07:50:00,07:50:00,On Time,,No
40cd9e02-2a83-4f12-831b,2024-03-04,17:40:50,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-05,16:00:00,16:30:00,16:30:00,On Time,,No
fd5c3757-b0a5-4ef6-a15a,2024-03-25,09:50:54,Station,Credit Card,,Standard,Advance,3,York,Leeds,2024-03-26,08:15:00,08:40:00,08:40:00,On Time,,No
02802077-4e18-44c3-ad44,2024-02-14,08:10:42,Online,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-18,06:30:00,07:50:00,07:50:00,On Time,,No
2a9ea755-1170-41c5-9d8c,2024-03-24,20:24:58,Online,Contactless,,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-03-25,18:45:00,19:15:00,19:15:00,On Time,,No
9404b028-f991-4b1c-8095,2024-03-26,17:01:20,Online,Credit Card,Disabled,First Class,Advance,35,London Euston,Birmingham New Street,2024-03-27,15:30:00,16:50:00,16:50:00,On Time,,No
fd15dbeb-5ed8-4b1a-b354,2024-02-23,01:45:19,Station,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,00:15:00,00:45:00,00:45:00,On Time,,No
f71e0949-1e43-4f9b-b026,2024-04-30,15:39:17,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-30,17:00:00,19:15:00,19:15:00,On Time,,No
f5ed7bef-45b4-4872-8079,2024-01-16,18:48:46,Online,Contactless,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-17,17:15:00,17:45:00,17:45:00,On Time,,No
875ab906-0cb2-447a-ae30,2024-02-16,03:44:21,Online,Credit Card,,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-02-26,02:00:00,03:00:00,03:00:00,On Time,,No
7ab4e7e4-a535-4fda-86b0,2024-04-09,05:14:24,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-04-09,06:30:00,07:50:00,,Cancelled,Signal Failure,No
367c0c10-e260-4cab-9b9a,2024-01-23,00:26:51,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,2024-01-25,16:00:00,20:20:00,20:20:00,On Time,,No
36d64275-1352-476c-8654,2024-02-03,08:00:42,Online,Credit Card,,First Class,Advance,52,London Euston,Birmingham New Street,2024-02-04,06:30:00,07:50:00,07:50:00,On Time,,No
6ea7e0ec-94c2-4feb-b1d0,2024-04-21,17:18:04,Online,Credit Card,,Standard,Off-Peak,10,Birmingham New Street,Nuneaton,2024-04-21,18:45:00,19:05:00,19:05:00,On Time,,No
4d6e8900-2444-4940-8606,2024-03-31,06:32:53,Station,Credit Card,,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-31,08:00:00,10:15:00,10:49:00,Delayed,Weather,No
706778ba-6c65-4300-af55,2024-02-11,08:23:32,Online,Credit Card,,Standard,Advance,18,London Paddington,Oxford,2024-02-13,07:45:00,09:15:00,,Cancelled,Traffic,No
9825aebe-7906-4d87-82ae,2024-04-29,17:48:17,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-04-30,16:15:00,18:05:00,18:05:00,On Time,,No
3df65501-e1af-4190-9cdf,2024-02-20,17:48:23,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,16:15:00,16:45:00,,Cancelled,Traffic,Yes
ddb826f5-555d-4f38-b39d,2024-04-15,04:15:17,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-04-15,05:45:00,06:45:00,06:45:00,On Time,,No
d9132c6e-0a87-4b78-97ef,2024-01-17,18:27:11,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-18,16:45:00,17:15:00,17:15:00,On Time,,No
508464e5-aa63-4b3e-9180,2024-01-10,05:27:32,Station,Credit Card,,First Class,Anytime,114,London Kings Cross,York,2024-01-10,06:45:00,08:35:00,08:35:00,On Time,,No
22524e6b-fc27-45ba-963c,2024-04-24,17:46:03,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-04-25,16:15:00,17:35:00,,Cancelled,Weather Conditions,No
9189799c-49cb-4dc8-9a3a,2024-04-03,00:30:36,Online,Credit Card,,Standard,Off-Peak,53,London Kings Cross,York,2024-04-03,02:00:00,03:50:00,03:50:00,On Time,,No
35b970f9-7ac0-4cc3-bffe,2024-02-12,10:06:13,Station,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-13,08:30:00,09:00:00,09:00:00,On Time,,No
41c156cf-2bd5-494d-b8f3,2024-04-29,18:02:03,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,16:30:00,17:00:00,17:00:00,On Time,,No
36a2a2d1-ecfa-4b78-a3f7,2024-04-05,03:45:11,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-06,02:15:00,03:35:00,03:35:00,On Time,,No
7af7a349-bd4b-4cf5-a129,2024-01-17,19:31:44,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-01-18,18:45:00,19:15:00,19:15:00,On Time,,No
11fbc540-14bf-45bf-99da,2024-01-08,07:45:34,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-08,09:15:00,09:45:00,09:45:00,On Time,,No
596fb514-dc39-4b7f-8ee2,2024-03-25,09:10:32,Online,Credit Card,,Standard,Advance,3,London Paddington,London Waterloo,2024-03-26,07:30:00,09:00:00,09:00:00,On Time,,No
4336dc1a-2f99-421b-87cd,2024-01-03,15:22:13,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-04,13:45:00,15:05:00,15:05:00,On Time,,No
e129917c-2dde-4ce3-8578,2024-03-08,18:14:36,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-08,18:45:00,19:15:00,19:15:00,On Time,,No
2b01657e-c515-40f7-b46e,2024-01-18,23:10:23,Station,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-01-19,21:30:00,22:30:00,22:30:00,On Time,,No
aaac988a-6429-4bd6-b4cd,2024-04-23,17:38:41,Station,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-23,19:00:00,20:20:00,20:20:00,On Time,,No
66c953b7-607e-486c-b29a,2024-03-19,22:14:58,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-20,20:30:00,21:50:00,21:50:00,On Time,,No
73ed74aa-5f3a-47bc-9fa2,2024-02-04,10:27:53,Online,Credit Card,,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-02-18,08:45:00,10:35:00,10:35:00,On Time,,No
cfefb044-b8c2-467c-8cae,2024-04-23,17:26:23,Online,Contactless,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-23,18:45:00,19:15:00,19:15:00,On Time,,No
9fccb8d4-1bea-4421-b146,2024-03-28,18:06:27,Station,Credit Card,Adult,Standard,Advance,4,Birmingham New Street,Liverpool Lime Street,2024-03-29,16:30:00,18:00:00,18:00:00,On Time,,No
f9d7923d-6ca4-4a74-bb4f,2024-02-13,07:15:12,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-02-13,07:45:00,09:35:00,09:35:00,On Time,,No
a3fb4723-1887-4741-a340,2024-03-31,11:28:29,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-03-31,12:45:00,13:45:00,13:45:00,On Time,,No
e5d321fb-37a6-4687-a119,2024-04-10,17:57:07,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-11,16:15:00,16:45:00,16:45:00,On Time,,No
01cd475c-6086-4062-bd89,2024-01-26,17:38:40,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-01-27,16:00:00,17:20:00,17:20:00,On Time,,No
d87bbd7b-dd48-4cde-9076,2024-04-13,09:01:57,Online,Credit Card,,Standard,Advance,34,York,Peterborough,2024-04-14,07:30:00,08:40:00,08:40:00,On Time,,No
254bebb6-daf4-41fb-b221,2024-02-23,21:53:20,Station,Credit Card,,Standard,Advance,4,Manchester Piccadilly,Sheffield,2024-02-29,20:15:00,21:00:00,21:00:00,On Time,,No
0fbc4dea-50f1-49cb-9065,2024-01-24,03:52:50,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-25,02:15:00,03:35:00,03:35:00,On Time,,No
c9922c55-e3fd-47f6-8182,2024-01-25,20:24:06,Online,Credit Card,,Standard,Advance,5,Birmingham New Street,Tamworth,2024-01-26,18:45:00,19:05:00,19:05:00,On Time,,No
17bee096-c35d-45a8-b073,2024-01-31,17:10:03,Station,Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,2024-01-31,17:30:00,19:20:00,19:38:00,Delayed,Technical Issue,Yes
bf6a6709-dff9-47b2-8093,2024-02-10,03:32:01,Online,Credit Card,,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-02-11,02:00:00,03:00:00,03:00:00,On Time,,No
72726203-39e1-496f-9f0c,2024-04-27,16:30:54,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-04-28,15:00:00,16:00:00,,Cancelled,Signal failure,No
cf375db9-2a62-4935-b032,2024-01-06,08:01:30,Online,Credit Card,,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-01-07,06:30:00,06:50:00,06:50:00,On Time,,No
eb49f93e-d5fd-45e7-97e1,2024-01-31,05:04:26,Online,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-01-31,06:30:00,07:50:00,07:50:00,On Time,,No
4a6154ea-6c06-4037-a1de,2024-01-06,03:14:50,Online,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-07,01:30:00,02:00:00,02:00:00,On Time,,No
24f7b89e-461c-489c-89c6,2024-02-09,12:51:47,Online,Contactless,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-11,11:15:00,12:35:00,12:35:00,On Time,,No
0a53c08e-db77-4752-bfb8,2024-02-11,15:33:19,Online,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-11,17:00:00,18:20:00,18:20:00,On Time,,No
6ccb1b6f-c2b1-44b3-918d,2024-04-10,05:04:35,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-04-10,06:30:00,07:50:00,07:50:00,On Time,,No
c1ef3890-f658-4324-baf5,2024-03-03,20:52:56,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-03-03,22:15:00,23:35:00,23:35:00,On Time,,No
42729351-1024-406a-a77c,2024-01-31,22:05:48,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-08,20:30:00,21:50:00,21:50:00,On Time,,No
30ea8163-3602-40f3-9308,2024-02-27,09:13:54,Online,Credit Card,,Standard,Advance,34,York,Peterborough,2024-02-28,07:30:00,08:40:00,08:40:00,On Time,,No
cfc19c2a-b5f7-4210-910e,2024-04-23,15:12:43,Station,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-04-23,17:45:00,19:35:00,19:35:00,On Time,,No
3d85dfdd-a38d-4d58-ba92,2024-02-11,17:55:00,Online,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-12,16:15:00,16:45:00,16:45:00,On Time,,No
daf080fd-b38e-4021-bcc1,2024-02-17,09:34:59,Station,Credit Card,Adult,Standard,Off-Peak,15,Manchester Piccadilly,York,2024-02-17,11:00:00,12:30:00,12:30:00,On Time,,No
1de1c296-23e3-43ac-a5fa,2024-02-08,17:06:29,Station,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-02-22,15:30:00,17:20:00,17:20:00,On Time,,No
ca66fcd0-db36-48c0-a2fd,2024-03-19,14:44:11,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-03-19,16:00:00,17:20:00,17:44:00,Delayed,Signal failure,No
48c7c9dc-7a33-40a0-bce1,2024-04-01,07:03:59,Online,Contactless,,First Class,Anytime,104,London Euston,Birmingham New Street,2024-04-01,08:30:00,09:50:00,09:50:00,On Time,,No
3a625745-3475-4f20-a8e3,2024-03-13,12:30:07,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-03-13,14:00:00,15:00:00,15:00:00,On Time,,No
9d44a2f8-fa5d-4661-90dd,2024-04-05,06:37:11,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-05,08:00:00,10:15:00,11:11:00,Delayed,Weather,No
204d467c-ae61-4259-ac4c,2024-02-04,06:11:05,Online,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-25,04:30:00,05:00:00,05:00:00,On Time,,No
09d257c1-e08a-4980-847f,2024-01-18,08:17:25,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-01-19,07:45:00,09:35:00,09:35:00,On Time,,No
7a4c63b0-9ce0-48a5-88f7,2024-04-27,17:57:00,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-28,16:15:00,17:35:00,17:35:00,On Time,,No
8561dcd9-03a1-46b9-8af9,2024-02-07,20:57:12,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-18,19:15:00,19:45:00,19:45:00,On Time,,No
94a56652-e3fd-4577-96e6,2024-02-04,07:28:55,Online,Contactless,,Standard,Off-Peak,19,London Paddington,Reading,2024-02-04,08:45:00,09:45:00,09:45:00,On Time,,No
0699761e-27e9-4a16-a312,2024-03-18,01:21:52,Online,Contactless,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-03-18,23:45:00,00:45:00,00:45:00,On Time,,No
7ab904ed-a0d4-4714-bbf2,2024-02-15,13:31:00,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-02-15,15:00:00,16:00:00,16:00:00,On Time,,No
36fa83a4-1d3b-421b-a619,2024-02-07,17:23:32,Online,Credit Card,,Standard,Anytime,10,Birmingham New Street,Tamworth,2024-02-07,18:45:00,19:05:00,19:05:00,On Time,,No
5d458cb4-ae3a-4481-9b82,2024-01-18,15:32:23,Station,Contactless,Disabled,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-01-18,17:00:00,18:20:00,18:20:00,On Time,,No
1429e15e-5527-4d98-b407,2024-02-17,08:15:31,Online,Credit Card,,Standard,Advance,18,London Paddington,Oxford,2024-02-24,07:45:00,09:15:00,09:15:00,On Time,,No
b29e3d9d-3e97-4104-b3bc,2024-02-15,08:08:57,Online,Debit Card,,Standard,Advance,22,Birmingham New Street,London St Pancras,2024-02-29,06:30:00,07:50:00,07:50:00,On Time,,No
8dfbf0fc-aea0-424f-b30e,2023-12-31,11:57:15,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-01-01,11:15:00,12:35:00,13:06:00,Delayed,Technical Issue,Yes
e1697280-d44b-4462-9e23,2024-04-04,10:03:01,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-04-04,11:30:00,12:50:00,12:50:00,On Time,,No
d4f882d2-7609-4702-bd17,2024-03-23,07:22:12,Online,Credit Card,,Standard,Off-Peak,26,London Paddington,Oxford,2024-03-23,07:45:00,09:15:00,09:15:00,On Time,,No
13c654a4-bd8b-4fca-8a3c,2024-04-29,10:54:39,Station,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-30,09:15:00,09:45:00,09:45:00,On Time,,No
d0979b76-7cf2-482e-8cf4,2024-02-09,04:20:26,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-26,02:45:00,03:15:00,03:15:00,On Time,,No
9bf5a128-07da-41c3-bf4e,2024-04-29,06:08:06,Online,Credit Card,,Standard,Anytime,67,York,Peterborough,2024-04-29,07:30:00,08:40:00,08:40:00,On Time,,No
dd568098-25e1-430c-9c42,2024-01-14,07:40:53,Online,Debit Card,Senior,Standard,Off-Peak,35,London Kings Cross,York,2024-01-14,09:00:00,10:50:00,10:50:00,On Time,,No
e1cb621e-13e2-4982-b044,2024-01-07,04:58:21,Online,Debit Card,Senior,Standard,Off-Peak,13,London Paddington,Reading,2024-01-07,06:15:00,07:15:00,,Cancelled,Staffing,No
6af8d2e8-fd6e-4cda-b1f8,2024-01-25,23:10:33,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-01-26,21:30:00,22:00:00,22:00:00,On Time,,No
1361ad3c-8d54-4b26-bc95,2024-01-23,11:23:24,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-01-23,12:45:00,13:45:00,13:45:00,On Time,,No
74462231-5241-46f4-8328,2023-12-31,15:53:46,Online,Credit Card,Senior,First Class,Advance,34,Oxford,Bristol Temple Meads,2024-01-01,14:15:00,15:30:00,15:54:00,Delayed,Signal Failure,Yes
47cefbef-e74e-4136-8468,2024-01-29,16:07:47,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-01-30,14:30:00,15:30:00,15:30:00,On Time,,No
c5477d60-2eaa-4051-9a39,2024-02-06,06:04:34,Online,Credit Card,,First Class,Anytime,59,Reading,Swindon,2024-02-06,07:30:00,08:15:00,08:15:00,On Time,,No
f6d4a89a-64ac-4857-991a,2024-04-26,07:47:21,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-26,09:15:00,09:45:00,09:45:00,On Time,,No
15fa5019-e731-445b-94db,2024-03-10,23:42:10,Station,Credit Card,,First Class,Advance,27,London Paddington,Reading,2024-03-11,22:00:00,23:00:00,23:00:00,On Time,,No
98f88c51-0194-44ff-8b2b,2024-01-21,16:10:23,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-21,17:45:00,18:15:00,18:15:00,On Time,,No
a214582c-b20d-417a-bc7d,2024-04-26,17:20:48,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,2024-04-26,18:45:00,19:20:00,19:20:00,On Time,,No
06b9651b-3ab2-4d3f-804e,2024-02-10,02:17:47,Online,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,2024-02-10,03:45:00,05:35:00,05:35:00,On Time,,No
44a3eeb2-1be7-4bff-8cc3,2024-03-05,04:58:39,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-03-06,03:15:00,04:15:00,04:15:00,On Time,,No
a7f35b96-3f7e-463d-bee7,2024-04-23,05:02:45,Online,Credit Card,Disabled,First Class,Anytime,78,Birmingham New Street,London Kings Cross,2024-04-23,06:30:00,08:00:00,08:00:00,On Time,,No
daaed157-690e-43df-acfc,2024-04-03,12:29:19,Online,Credit Card,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-03,13:45:00,14:15:00,14:15:00,On Time,,No
08dfea88-b2d9-46f4-9e87,2024-02-09,05:11:49,Online,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-02-09,06:30:00,08:20:00,08:20:00,On Time,,No
f354be42-67d7-4997-9282,2024-01-10,20:15:58,Online,Credit Card,,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-01-11,18:45:00,20:05:00,20:05:00,On Time,,No
ce9f6925-4e47-45a7-ab7f,2024-01-08,09:05:57,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-01-09,07:30:00,09:20:00,09:20:00,On Time,,No
7e4fa0b9-66f1-4511-bd65,2024-02-03,20:01:39,Station,Contactless,,Standard,Advance,33,Reading,Birmingham New Street,2024-02-28,18:30:00,19:30:00,19:30:00,On Time,,No
b709484f-6dfa-4a6a-ab05,2024-04-28,19:59:56,Station,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-29,18:15:00,19:35:00,19:35:00,On Time,,No
30d13533-f1be-497f-9932,2024-01-03,09:37:22,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-04,08:00:00,10:15:00,,Cancelled,Weather,No
bb7ff609-c85f-4744-8e43,2024-03-08,00:32:48,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-03-08,02:00:00,03:00:00,03:00:00,On Time,,No
4a3090c5-bb80-4e03-9b9e,2024-02-03,06:59:35,Online,Credit Card,Disabled,First Class,Advance,18,London Paddington,Reading,2024-02-04,05:15:00,06:15:00,06:15:00,On Time,,No
02afd730-12f6-4c46-ab40,2024-03-28,07:23:56,Online,Credit Card,,Standard,Anytime,35,London Paddington,Oxford,2024-03-28,07:45:00,09:15:00,09:15:00,On Time,,No
02b1d996-8198-4f62-a341,2024-03-25,09:49:37,Online,Credit Card,,First Class,Advance,15,Manchester Piccadilly,Leeds,2024-03-26,08:15:00,09:00:00,09:00:00,On Time,,No
a9264b6a-474d-4711-9bbb,2024-01-13,07:44:22,Online,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-01-13,09:00:00,09:30:00,09:30:00,On Time,,No
afe998ee-3f4a-481e-99eb,2024-03-10,19:39:20,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-11,17:45:00,18:15:00,18:15:00,On Time,,No
404fb192-a095-49f5-954a,2024-01-23,05:02:15,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-01-23,06:30:00,07:50:00,07:50:00,On Time,,No
c3a0b82b-4af4-4558-8ed4,2024-02-12,20:28:17,Online,Debit Card,Senior,Standard,Advance,3,Reading,Didcot,2024-02-17,18:45:00,19:00:00,19:00:00,On Time,,No
dd72cf38-a7d4-42af-8327,2024-04-23,01:10:30,Station,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-23,23:30:00,00:50:00,00:50:00,On Time,,No
fe15f160-d159-427d-acb7,2024-04-06,02:05:48,Station,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-04-07,00:30:00,02:20:00,02:20:00,On Time,,No
5246f9e6-dfef-4b9c-80be,2024-02-04,01:48:32,Station,Credit Card,Adult,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-12,00:15:00,01:35:00,01:35:00,On Time,,No
dd43ed6e-ba26-42e2-bba0,2024-04-06,17:05:58,Station,Contactless,,First Class,Off-Peak,41,London Paddington,Reading,2024-04-06,18:30:00,19:30:00,19:30:00,On Time,,No
af182e8e-11a4-428a-9244,2024-04-18,03:03:32,Online,Credit Card,,First Class,Off-Peak,88,Birmingham New Street,London St Pancras,2024-04-18,04:30:00,05:50:00,05:50:00,On Time,,No
df2c17d1-44ab-4c20-8753,2024-03-29,17:07:02,Station,Contactless,,Standard,Advance,13,Reading,London Paddington,2024-03-30,15:30:00,15:55:00,15:55:00,On Time,,No
4ac47f96-d9c7-4695-a146,2024-04-29,02:10:20,Online,Credit Card,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,03:30:00,04:00:00,04:00:00,On Time,,No
73d3cd10-b605-4e2f-b551,2024-02-13,02:05:49,Online,Contactless,,Standard,Off-Peak,53,London Kings Cross,York,2024-02-13,03:30:00,05:20:00,05:20:00,On Time,,No
fbf8cd2a-6ba1-4696-9235,2024-04-09,15:15:42,Station,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-04-09,17:45:00,19:35:00,19:42:00,Delayed,Signal failure,No
0d456bec-8884-4200-aecf,2024-01-27,05:00:34,Online,Credit Card,,Standard,Off-Peak,8,York,Doncaster,2024-01-27,06:30:00,07:00:00,07:45:00,Delayed,Weather,No
6dbbccac-9865-4875-88a7,2024-01-16,05:14:09,Online,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-16,06:30:00,07:50:00,07:50:00,On Time,,No
60d300c8-f5bc-4e35-b1b4,2024-01-10,02:00:27,Station,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-01-11,00:30:00,02:20:00,02:20:00,On Time,,No
dd1f28d5-dc54-42e4-b7b7,2024-03-18,08:11:52,Online,Contactless,Senior,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-03-19,06:30:00,07:50:00,07:50:00,On Time,,No
5901e9db-9c9b-4455-ba44,2024-01-18,20:09:30,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-18,21:30:00,22:30:00,22:30:00,On Time,,No
836b626e-9d93-4f8e-aa56,2024-04-09,20:23:37,Station,Debit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-10,18:45:00,20:05:00,20:05:00,On Time,,No
fa72e429-ad87-4654-9a89,2024-03-25,05:29:21,Station,Credit Card,,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-03-25,06:45:00,07:15:00,07:15:00,On Time,,No
d0305aba-f3f7-4a15-84ed,2024-02-15,18:50:37,Online,Credit Card,,First Class,Advance,57,London Kings Cross,York,2024-02-16,17:15:00,19:05:00,19:05:00,On Time,,No
