Transaction_ID,Date_of_Purchase,Time_of_Purchase,Purchase_Type,Payment_Method,Railcard,Ticket_Class,Ticket_Type,Price,Departure_Station,Arrival_Destination,Date_of_Journey,Departure_Time,Arrival_Time,Actual_Arrival_Time,Journey_Status,Reason_for_Delay,Refund_Request,Log_Price,Reason_Group,Delay_Duration,Delay_Duration_Minutes,Delay_Category,Hour,DayOfWeek,Route
ff7455e2-9600-4e45-9f1c,2024-02-07,7:56:08.000,Station,Contactless,None,First Class,Advance,57,London Kings Cross,York,2024-02-08,6:15:00.000,8:05:00.000,8:48:00.000,Delayed,Technical Issue,No,4.0430512678,Infrastructure,2580,43,Severe,6,5,London Kings Cross to York
e4efff7b-7704-49da-8588,2024-03-16,0:10:36.000,Online,Contactless,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-03-17,22:30:00.000,0:20:00.000,0:20:00.000,On Time,No Delay,No,4.276666119,None,,,No Delay,22,1,London Euston to Manchester Piccadilly
bdaf2a39-c519-4ec4-8989,2024-02-03,11:46:52.000,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-03,13:15:00.000,13:45:00.000,13:45:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,13,7,Manchester Piccadilly to Liverpool Lime Street
1ee30816-847e-43df-a6b0,2024-02-03,18:14:23.000,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-04,16:30:00.000,17:50:00.000,17:50:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,16,1,London Euston to Birmingham New Street
606be109-f8e2-4267-b63f,2024-04-30,12:17:40.000,Online,Credit Card,None,First Class,Off-Peak,203,Manchester Piccadilly,London Paddington,2024-04-30,13:45:00.000,16:00:00.000,16:00:00.000,On Time,No Delay,No,5.313205979,None,,,No Delay,13,3,Manchester Piccadilly to London Paddington
3ad404a7-88e1-4a79-91a9,2024-03-09,5:21:26.000,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-09,6:45:00.000,8:05:00.000,8:05:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,6,7,London St Pancras to Birmingham New Street
b4b57e69-24ba-4348-ab0b,2024-04-16,15:13:30.000,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-04-17,13:30:00.000,14:30:00.000,14:30:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,13,4,London Paddington to Reading
82a7a607-e359-42fe-8860,2024-03-19,14:36:11.000,Station,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-20,13:00:00.000,14:20:00.000,14:20:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,13,4,London St Pancras to Birmingham New Street
fc7ad0b9-588b-4d6f-a99c,2024-03-21,12:50:43.000,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-22,11:15:00.000,11:45:00.000,11:54:00.000,Delayed,Technical Issue,No,0.6931471806,Infrastructure,540,9,Minor,11,6,Liverpool Lime Street to Manchester Piccadilly
5368c10c-3ca0-4a14-913e,2024-03-20,23:30:34.000,Online,Contactless,None,First Class,Advance,20,Liverpool Lime Street,Leeds,2024-03-21,22:00:00.000,23:30:00.000,23:30:00.000,On Time,No Delay,No,2.9957322736,None,,,No Delay,22,5,Liverpool Lime Street to Leeds
728e4f95-8502-4c24-b0ee,2024-03-25,11:52:51.000,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,2024-03-26,10:15:00.000,11:15:00.000,11:15:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,10,3,London Paddington to Reading
66d1843a-4a23-4184-aa96,2024-04-27,20:03:42.000,Online,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-27,21:30:00.000,22:00:00.000,22:00:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,21,7,Manchester Piccadilly to Liverpool Lime Street
4dcfbcd1-6e43-4393-b2f1,2024-01-10,7:44:16.000,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-10,9:00:00.000,10:20:00.000,10:20:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,9,4,London Euston to Birmingham New Street
425c23f8-8230-4f0a-a295,2024-03-07,8:03:25.000,Online,Credit Card,None,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-03-08,6:30:00.000,6:50:00.000,6:50:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,6,6,Birmingham New Street to Nuneaton
02333b0d-3b35-4673-b418,2024-04-24,3:15:19.000,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-04-24,4:45:00.000,6:35:00.000,6:35:00.000,On Time,No Delay,No,3.9702919136,None,,,No Delay,4,4,London Kings Cross to York
ad9be5d9-76bb-469f-a9c6,2024-01-24,11:51:59.000,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-25,10:15:00.000,12:05:00.000,12:05:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,10,5,London Kings Cross to York
29bfb673-58f9-471b-84b6,2024-04-22,12:18:52.000,Online,Credit Card,None,Standard,Off-Peak,128,Manchester Piccadilly,London Paddington,2024-04-22,13:45:00.000,16:00:00.000,16:00:00.000,On Time,No Delay,No,4.8520302639,None,,,No Delay,13,2,Manchester Piccadilly to London Paddington
b328e456-55e9-4432-a2a8,2024-04-23,20:22:43.000,Station,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-24,18:45:00.000,20:05:00.000,,Cancelled,Signal Failure,No,1.6094379124,Infrastructure,,,Cancelled,18,4,London St Pancras to Birmingham New Street
cf687b8a-2347-4252-9e24,2024-02-03,14:59:44.000,Station,Debit Card,Senior,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-02-19,9:30:00.000,11:20:00.000,11:45:00.000,Delayed,Traffic,Ye,4.0253516907,Operational,1500,25,Moderate,9,2,Manchester Piccadilly to London Euston
4ed90501-35b9-4b5a-8abe,2024-02-15,18:57:57.000,Online,Credit Card,Senior,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-19,17:15:00.000,18:35:00.000,18:35:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,17,2,London Euston to Birmingham New Street
ef2c1d3d-82c5-430d-b30c,2024-04-27,16:20:43.000,Station,Credit Card,None,First Class,Off-Peak,80,London St Pancras,Birmingham New Street,2024-04-27,17:45:00.000,19:05:00.000,19:05:00.000,On Time,No Delay,No,4.3820266347,None,,,No Delay,17,7,London St Pancras to Birmingham New Street
0da33ce0-a49a-446a-8d20,2024-01-19,6:39:07.000,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-01-19,8:00:00.000,10:15:00.000,11:13:00.000,Delayed,Weather,No,5.0172798368,Weather,3480,58,Severe,8,6,Liverpool Lime Street to London Euston
4569c5be-9d5c-4daa-99de,2024-04-11,20:20:17.000,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-12,17:45:00.000,19:35:00.000,19:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,17,6,London Kings Cross to York
8268114b-5f22-4ce6-8bf2,2024-01-26,5:43:26.000,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,2024-01-26,7:00:00.000,8:00:00.000,8:00:00.000,On Time,No Delay,No,3.2188758249,None,,,No Delay,7,6,London Paddington to Reading
9614592c-082d-42c5-883c,2024-01-13,14:06:27.000,Online,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,2024-01-13,15:30:00.000,15:55:00.000,15:55:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,15,7,Reading to London Paddington
2ab2a972-4945-425c-abb5,2024-01-23,17:18:50.000,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-01-23,18:45:00.000,20:05:00.000,20:05:00.000,On Time,No Delay,No,2.7725887222,None,,,No Delay,18,3,London St Pancras to Birmingham New Street
3ed03373-4b89-4e41-a0ac,2024-04-28,7:46:58.000,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-28,9:15:00.000,9:45:00.000,9:45:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,9,1,Liverpool Lime Street to Manchester Piccadilly
142673b2-7373-49c1-a84e,2024-03-10,6:56:42.000,Station,Credit Card,None,First Class,Off-Peak,78,London Euston,Birmingham New Street,2024-03-10,8:15:00.000,9:35:00.000,10:34:00.000,Delayed,Signal Failure,No,4.3567088267,Infrastructure,3540,59,Severe,8,1,London Euston to Birmingham New Street
4f640f5f-8fb5-4bbb-99d0,2024-03-31,7:15:37.000,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,2024-03-31,7:45:00.000,8:45:00.000,8:45:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,7,1,London Paddington to Reading
77560619-c752-4172-8536,2024-02-05,14:48:02.000,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,2024-02-05,16:15:00.000,17:35:00.000,17:35:00.000,On Time,No Delay,No,2.7080502011,None,,,No Delay,16,2,Birmingham New Street to Manchester Piccadilly
970abe11-6f3c-4a2b-a416,2024-04-02,9:44:24.000,Station,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-04-03,8:00:00.000,9:50:00.000,9:50:00.000,On Time,No Delay,No,4.276666119,None,,,No Delay,8,4,London Euston to Manchester Piccadilly
49979250-7e11-47ed-a6b4,2024-01-27,20:15:49.000,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-28,18:45:00.000,20:05:00.000,20:05:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,18,1,London St Pancras to Birmingham New Street
803f22de-70ff-4d98-9893,2024-01-31,1:17:11.000,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-01-31,23:45:00.000,0:15:00.000,0:15:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,23,4,Liverpool Lime Street to Manchester Piccadilly
91c6fd49-2cdf-47c4-875d,2024-03-13,13:38:24.000,Online,Credit Card,None,Standard,Off-Peak,50,Birmingham New Street,Reading,2024-03-13,15:00:00.000,16:30:00.000,16:30:00.000,On Time,No Delay,No,3.9120230054,None,,,No Delay,15,4,Birmingham New Street to Reading
9d4473d1-e221-4ccf-a259,2024-04-22,14:51:51.000,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,16:15:00.000,16:45:00.000,16:45:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,16,2,Manchester Piccadilly to Liverpool Lime Street
ef369131-3b75-4d22-8ff3,2024-03-11,12:14:08.000,Station,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,2024-03-11,13:30:00.000,13:55:00.000,13:55:00.000,On Time,No Delay,No,2.9444389792,None,,,No Delay,13,2,Reading to London Paddington
ef28bc93-aa9e-4261-b8ef,2024-03-02,7:50:19.000,Online,Contactless,Disabled,First Class,Off-Peak,72,London Kings Cross,Edinburgh Waverley,2024-03-02,16:00:00.000,20:20:00.000,20:20:00.000,On Time,No Delay,No,4.276666119,None,,,No Delay,16,7,London Kings Cross to Edinburgh Waverley
6ae60322-9b1e-4164-9157,2024-02-17,13:22:01.000,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-17,14:45:00.000,16:05:00.000,16:05:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,14,7,London Euston to Birmingham New Street
21bd68be-8bbd-49ce-a367,2024-03-11,22:32:45.000,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-12,0:00:00.000,0:30:00.000,0:30:00.000,On Time,No Delay,No,0.6931471806,None,,,No Delay,0,3,Manchester Piccadilly to Liverpool Lime Street
8c557e0f-ccbe-4a94-924b,2024-03-05,17:19:22.000,Online,Credit Card,None,First Class,Anytime,93,York,Peterborough,2024-03-05,18:45:00.000,19:55:00.000,19:55:00.000,On Time,No Delay,No,4.5325994932,None,,,No Delay,18,3,York to Peterborough
c855d6d7-be5f-4220-b7b0,2024-03-29,2:34:48.000,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-30,1:00:00.000,1:30:00.000,1:30:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,1,7,Liverpool Lime Street to Manchester Piccadilly
4af4e2b4-f71c-4a5e-b2ea,2024-04-09,11:53:20.000,Online,Contactless,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-04-09,13:15:00.000,14:35:00.000,14:35:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,13,3,London St Pancras to Birmingham New Street
eb2408b6-4e07-45e2-a71d,2024-03-07,1:18:12.000,Online,Contactless,Disabled,Standard,Advance,23,London Kings Cross,York,2024-03-08,23:45:00.000,1:35:00.000,1:35:00.000,On Time,No Delay,No,3.1354942159,None,,,No Delay,23,6,London Kings Cross to York
d7e166b5-762a-48c5-9339,2024-02-02,15:19:51.000,Station,Contactless,None,Standard,Anytime,70,London Kings Cross,York,2024-02-02,17:45:00.000,19:35:00.000,,Cancelled,Weather,No,4.248495242,Weather,,,Cancelled,17,6,London Kings Cross to York
45792bab-b9ad-4b19-b129,2024-02-17,2:50:41.000,Station,Contactless,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-02-17,4:15:00.000,5:35:00.000,5:35:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,4,7,London Euston to Birmingham New Street
29eb2df6-04eb-47cd-8092,2024-03-21,9:43:22.000,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-03-22,8:00:00.000,10:15:00.000,10:54:00.000,Delayed,Weather,No,4.3307333403,Weather,2340,39,Severe,8,6,Liverpool Lime Street to London Euston
ea3ddb2f-3ab3-4f20-a59a,2024-04-10,9:32:54.000,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-10,11:00:00.000,12:20:00.000,12:20:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,11,4,London St Pancras to Birmingham New Street
57fc1329-6f40-4936-8d71,2024-01-23,11:59:19.000,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-01-24,10:15:00.000,12:05:00.000,12:05:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,10,4,London Kings Cross to York
0239a1fa-219c-4f9d-8763,2024-02-21,18:44:38.000,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,2024-02-22,17:00:00.000,18:00:00.000,18:00:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,17,5,London Paddington to Reading
3c7a1389-3f64-47e0-bb47,2024-04-06,8:25:43.000,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,2024-04-07,7:45:00.000,9:15:00.000,9:15:00.000,On Time,No Delay,No,2.8903717579,None,,,No Delay,7,1,London Paddington to Oxford
8f47f391-55d3-4fff-9fa1,2024-03-03,19:33:11.000,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-04,18:45:00.000,19:15:00.000,19:15:00.000,On Time,No Delay,No,0.6931471806,None,,,No Delay,18,2,Manchester Piccadilly to Liverpool Lime Street
ab4a2280-f19d-4476-8e49,2024-04-05,17:24:54.000,Online,Credit Card,None,Standard,Anytime,5,Birmingham New Street,Coventry,2024-04-05,18:45:00.000,19:05:00.000,19:05:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,18,6,Birmingham New Street to Coventry
1474b004-d7b0-4ebf-a2b2,2024-04-22,5:13:39.000,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,2024-04-22,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,3.36729583,None,,,No Delay,6,2,Birmingham New Street to London St Pancras
9f224429-e527-4a94-a9c2,2024-04-02,6:43:35.000,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-02,8:00:00.000,10:15:00.000,10:15:00.000,On Time,No Delay,No,5.0172798368,None,,,No Delay,8,3,Liverpool Lime Street to London Euston
7558648f-f05e-4ac8-9816,2024-02-21,0:05:07.000,Station,Credit Card,Adult,Standard,Advance,56,Manchester Piccadilly,London Euston,2024-02-22,22:30:00.000,0:20:00.000,0:20:00.000,On Time,No Delay,No,4.0253516907,None,,,No Delay,22,5,Manchester Piccadilly to London Euston
44d65b2b-9339-4e17-95eb,2024-01-20,10:38:41.000,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-01-21,9:00:00.000,9:45:00.000,12:33:00.000,Delayed,Signal Failure,No,1.7917594692,Infrastructure,10080,168,Severe,9,1,Manchester Piccadilly to Leeds
e090c117-8778-4177-b5ab,2024-01-26,9:45:55.000,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-26,11:15:00.000,11:45:00.000,11:45:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,11,6,Manchester Piccadilly to Liverpool Lime Street
9b8c7a18-3ec8-4f46-b734,2024-04-08,9:36:07.000,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-08,11:00:00.000,11:30:00.000,12:14:00.000,Delayed,Staff Shortage,No,1.3862943611,Operational,2640,44,Severe,11,2,Manchester Piccadilly to Liverpool Lime Street
59f5023a-ede4-4749-8610,2024-02-03,21:49:37.000,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-02-27,20:15:00.000,21:35:00.000,21:35:00.000,On Time,No Delay,No,3.9889840466,None,,,No Delay,20,3,London St Pancras to Birmingham New Street
dfee6a74-7c18-434e-8d5d,2024-04-10,14:39:27.000,Station,Credit Card,None,Standard,Anytime,67,York,Peterborough,2024-04-10,16:00:00.000,17:10:00.000,17:10:00.000,On Time,No Delay,No,4.2046926194,None,,,No Delay,16,4,York to Peterborough
303116cd-1e4e-4512-8e3a,2024-02-04,16:14:16.000,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-02-04,17:45:00.000,18:15:00.000,19:00:00.000,Delayed,Weather,No,1.3862943611,Weather,2700,45,Severe,17,1,Manchester Piccadilly to Liverpool Lime Street
97ada500-0c86-46b4-ac94,2024-03-10,10:24:47.000,Station,Credit Card,Senior,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-11,9:45:00.000,11:05:00.000,11:05:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,9,2,London Euston to Birmingham New Street
0b3eee34-0dd9-40e2-ab51,2024-03-31,1:36:12.000,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-03-31,3:00:00.000,3:30:00.000,3:30:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,3,1,Liverpool Lime Street to Manchester Piccadilly
c4d22e0e-307b-45f6-975a,2024-01-12,17:50:36.000,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-13,16:15:00.000,17:35:00.000,17:35:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,16,7,London Euston to Birmingham New Street
6133c9de-4aa5-4721-b990,2024-02-06,8:09:04.000,Station,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-07,6:30:00.000,7:50:00.000,7:50:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,6,4,London Euston to Birmingham New Street
447e7d11-da97-49eb-af10,2024-01-20,12:51:31.000,Online,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-20,14:15:00.000,14:45:00.000,,Cancelled,Traffic,No,1.0986122887,Operational,,,Cancelled,14,7,Manchester Piccadilly to Liverpool Lime Street
df47f86d-d643-4fc4-9740,2024-04-07,17:17:15.000,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,2024-04-08,15:45:00.000,17:35:00.000,17:35:00.000,On Time,No Delay,No,3.5553480615,None,,,No Delay,15,2,London Kings Cross to York
38f14b98-97e2-48db-98d4,2024-01-04,6:05:43.000,Online,Credit Card,None,Standard,Anytime,67,York,Peterborough,2024-01-04,7:30:00.000,8:40:00.000,8:40:00.000,On Time,No Delay,No,4.2046926194,None,,,No Delay,7,5,York to Peterborough
fc04409d-8202-4fbd-95db,2024-01-19,15:58:20.000,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-01-20,14:15:00.000,14:45:00.000,,Cancelled,Traffic,Ye,0.6931471806,Operational,,,Cancelled,14,7,Manchester Piccadilly to Liverpool Lime Street
96001cba-f24f-4b1f-8a7b,2024-03-19,2:55:26.000,Station,Contactless,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-03-19,4:15:00.000,5:35:00.000,5:35:00.000,On Time,No Delay,No,1.9459101491,None,,,No Delay,4,3,London Euston to Birmingham New Street
1d41d860-77f4-40c5-b9c2,2024-04-03,1:10:48.000,Station,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-04,23:30:00.000,0:50:00.000,0:50:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,23,5,London St Pancras to Birmingham New Street
946bd043-3cfb-4b2c-a7f6,2024-02-08,17:31:50.000,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-09,16:00:00.000,17:20:00.000,17:20:00.000,On Time,No Delay,No,1.3862943611,None,,,No Delay,16,6,London Euston to Birmingham New Street
adb56a43-9724-4760-9a31,2024-04-04,9:03:12.000,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,2024-04-05,7:30:00.000,8:40:00.000,8:40:00.000,On Time,No Delay,No,3.5263605246,None,,,No Delay,7,6,York to Peterborough
1d7b0270-44af-4b2d-901c,2024-02-06,12:33:54.000,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-28,11:00:00.000,12:20:00.000,12:20:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,11,4,London St Pancras to Birmingham New Street
41481475-ae24-437e-b2f4,2024-04-16,16:07:58.000,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-04-16,17:45:00.000,19:05:00.000,19:05:00.000,On Time,No Delay,No,2.1972245773,None,,,No Delay,17,3,London Euston to Birmingham New Street
ac191c4e-418c-4557-a97e,2024-03-18,10:30:28.000,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,2024-03-19,9:00:00.000,9:45:00.000,12:09:00.000,Delayed,Signal Failure,No,1.7917594692,Infrastructure,8640,144,Severe,9,3,Manchester Piccadilly to Leeds
290d3e09-267a-4f78-89e2,2024-03-28,18:23:17.000,Online,Credit Card,Senior,Standard,Anytime,31,London St Pancras,Leicester,2024-03-28,18:45:00.000,19:45:00.000,19:45:00.000,On Time,No Delay,No,3.4339872045,None,,,No Delay,18,5,London St Pancras to Leicester
d736b3d5-a1ef-434e-987d,2024-01-21,10:40:26.000,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-21,12:00:00.000,13:20:00.000,13:20:00.000,On Time,No Delay,No,2.4849066498,None,,,No Delay,12,1,London St Pancras to Birmingham New Street
995bca8f-5587-4b59-afde,2024-03-15,9:13:56.000,Station,Credit Card,Disabled,First Class,Off-Peak,10,Liverpool Lime Street,Manchester Piccadilly,2024-03-15,10:30:00.000,11:00:00.000,11:00:00.000,On Time,No Delay,No,2.302585093,None,,,No Delay,10,6,Liverpool Lime Street to Manchester Piccadilly
684d9da1-60a0-47c4-97c3,2024-02-03,7:22:25.000,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,2024-02-03,8:45:00.000,9:45:00.000,,Cancelled,Weather,Ye,2.9444389792,Weather,,,Cancelled,8,7,London Paddington to Reading
5b8c0abb-76e5-4388-8a06,2024-04-02,9:43:56.000,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-03,8:00:00.000,10:15:00.000,11:00:00.000,Delayed,Weather,No,4.3307333403,Weather,2700,45,Severe,8,4,Liverpool Lime Street to London Euston
0e8e847b-2dc8-447b-8d6f,2024-03-15,23:11:05.000,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-16,21:30:00.000,22:00:00.000,22:00:00.000,On Time,No Delay,No,1.0986122887,None,,,No Delay,21,7,Liverpool Lime Street to Manchester Piccadilly
2f605093-e3da-436c-84ae,2024-04-04,7:58:00.000,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-04-05,6:15:00.000,7:15:00.000,7:15:00.000,On Time,No Delay,No,2.0794415417,None,,,No Delay,6,6,London Paddington to Reading
af3995c4-ee41-4336-8b6e,2024-02-10,19:34:25.000,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-13,18:45:00.000,19:15:00.000,19:15:00.000,On Time,No Delay,No,0.6931471806,None,,,No Delay,18,3,Manchester Piccadilly to Liverpool Lime Street
dcecb576-ccfe-4004-be7c,2024-04-05,9:13:34.000,Online,Credit Card,None,Standard,Advance,5,Bristol Temple Meads,Cardiff Central,2024-04-06,7:30:00.000,7:55:00.000,7:55:00.000,On Time,No Delay,No,1.6094379124,None,,,No Delay,7,7,Bristol Temple Meads to Cardiff Central
2a711504-ce98-48b0-86bf,2024-03-11,15:15:10.000,Online,Credit Card,None,Standard,Anytime,18,Reading,Swindon,2024-03-11,17:45:00.000,18:30:00.000,,Cancelled,Technical Issue,No,2.8903717579,Infrastructure,,,Cancelled,17,2,Reading to Swindon
0ad4fd5b-5d8d-4abe-b8bc,2024-01-31,15:57:42.000,Online,Credit Card,Senior,First Class,Anytime,69,London Euston,Birmingham New Street,2024-01-31,17:15:00.000,18:35:00.000,18:35:00.000,On Time,No Delay,No,4.2341065046,None,,,No Delay,17,4,London Euston to Birmingham New Street
07ee9c2e-e1fb-4ccb-9e58,2024-02-02,8:23:06.000,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,2024-02-28,7:45:00.000,8:45:00.000,8:45:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,7,4,London Paddington to Reading
43e56233-c6fe-4881-ba43,2024-01-29,13:21:01.000,Online,Credit Card,Senior,Standard,Advance,23,London Kings Cross,York,2024-01-30,9:30:00.000,11:20:00.000,11:20:00.000,On Time,No Delay,No,3.1354942159,None,,,No Delay,9,3,London Kings Cross to York
934dba34-28ad-4159-8b59,2024-03-26,20:42:02.000,Station,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,2024-03-26,22:00:00.000,23:00:00.000,23:00:00.000,On Time,No Delay,No,2.5649493575,None,,,No Delay,22,3,London Paddington to Reading
2d10b317-b06c-4282-a3b3,2024-02-02,18:26:41.000,Station,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,2024-02-02,19:45:00.000,21:35:00.000,21:35:00.000,On Time,No Delay,No,3.9702919136,None,,,No Delay,19,6,London Kings Cross to York
a98cfcad-5271-4348-8d08,2024-03-19,20:27:20.000,Online,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,2024-03-20,18:45:00.000,20:35:00.000,20:35:00.000,On Time,No Delay,No,4.276666119,None,,,No Delay,18,4,London Euston to Manchester Piccadilly
